rebalance_date,training_end_date,max_training_observation_date,first_live_return_date,universe,method,fund,assets_used,solver_status,fallback_used,objective_value,weight_sum,min_weight,max_weight,rebalance_turnover,risk_contribution_dispersion
2021-12-01,2021-11-30,2021-11-30,2021-12-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,4.7204270211947134e-07,0.9999999999999998,0.008044450828566809,0.032483645468383573,0.03213639917857249,0.0004911562586416493
2022-01-03,2021-12-31,2021-12-31,2022-01-03,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.333539559845317e-07,1.0000000000000002,0.007994972072353283,0.03270813929524828,0.030011729126763954,0.0005170579447130695
2022-02-01,2022-01-31,2022-01-31,2022-02-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.468849757690801e-07,1.0000000000000002,0.007899419767920005,0.03267057935766042,0.04031745038702233,0.0005233350207804258
2022-03-01,2022-02-28,2022-02-28,2022-03-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,1.7003511933529009e-07,1.0,0.007830134430493907,0.03363057530151518,0.034591887516664796,0.00025711001612958514
2022-04-01,2022-03-31,2022-03-31,2022-04-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,1.7782890463107826e-07,1.0,0.007853902216100305,0.034632041199590916,0.028330935672275404,0.00022612277744470458
2022-05-02,2022-04-29,2022-04-29,2022-05-02,Combined,Risk Parity,Combined Risk Parity,60,success,False,1.4844905443262151e-07,0.9999999999999999,0.00787024127504105,0.03414687248164815,0.03805265694021391,0.00020120590770630886
2022-06-01,2022-05-31,2022-05-31,2022-06-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.0166316574947914e-07,1.0,0.007616892706363999,0.03361800446413583,0.04682281552099586,0.00026388922284243874
2022-07-01,2022-06-30,2022-06-30,2022-07-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,1.971912433664841e-07,1.0,0.007619150825785144,0.03376066521100919,0.03793074494760411,0.0002408108955201764
2022-08-01,2022-07-29,2022-07-29,2022-08-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.4695640865763943e-07,1.0,0.0076086020438040115,0.033548177104572315,0.03602314928485278,0.0002975553219394349
2022-09-01,2022-08-31,2022-08-31,2022-09-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,2.2881285824669325e-07,1.0,0.007584573204064578,0.0330747113968817,0.022106645405814553,0.0003052195531718996
2022-10-03,2022-09-30,2022-09-30,2022-10-03,Combined,Risk Parity,Combined Risk Parity,60,success,False,1.6299462058100717e-07,1.0,0.007630721349793494,0.032564044716204006,0.03440004743176494,0.00022483501824467622
2022-11-01,2022-10-31,2022-10-31,2022-11-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,3.331510988711195e-07,1.0,0.007782235033004588,0.03195058913476853,0.03640985623182745,0.00039086384557061177
2022-12-01,2022-11-30,2022-11-30,2022-12-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.287136898197913e-07,1.0,0.007653731750875124,0.03158086614336809,0.031111415058568834,0.0005510492250214508
2023-01-03,2022-12-30,2022-12-30,2023-01-03,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.559366912212404e-07,1.0,0.007679126393506194,0.03139218264120715,0.023360758622751443,0.0005210044506450129
2023-02-01,2023-01-31,2023-01-31,2023-02-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.594131683483026e-07,1.0,0.007557507700245811,0.03140510511090982,0.035274354070840765,0.0004944358523870859
2023-03-01,2023-02-28,2023-02-28,2023-03-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.780155892464227e-07,1.0000000000000002,0.007547215964168271,0.031476116481677995,0.01993610957655174,0.0005017234780781907
2023-04-03,2023-03-31,2023-03-31,2023-04-03,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.543498461299426e-07,0.9999999999999998,0.007572348794040616,0.031370947304624586,0.02760938936156062,0.000518516535533288
2023-05-01,2023-04-28,2023-04-28,2023-05-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.465746120760264e-07,1.0,0.007580429844708501,0.031408313883795884,0.020543957573639686,0.0005291972303037851
2023-06-01,2023-05-31,2023-05-31,2023-06-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.397604123574869e-07,1.0,0.007595687943043428,0.03147322080157334,0.027423800167851474,0.0005256901431472463
2023-07-03,2023-06-30,2023-06-30,2023-07-03,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.27559299819462e-07,0.9999999999999999,0.007572238917577472,0.03151659296223804,0.03016857798321713,0.0005465932914883107
2023-08-01,2023-07-31,2023-07-31,2023-08-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,6.285121347755576e-07,1.0,0.007576661154574044,0.031538957608643906,0.025820591577527845,0.0006204001090405163
2023-09-01,2023-08-31,2023-08-31,2023-09-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,6.22259842568195e-07,1.0000000000000002,0.0075635905171110105,0.03150184296832807,0.027087497029541642,0.0006092057068172382
2023-10-02,2023-09-29,2023-09-29,2023-10-02,Combined,Risk Parity,Combined Risk Parity,60,success,False,6.108559952782189e-07,1.0,0.007581899951408092,0.031511088210251205,0.022415295957984444,0.000606523815772024
2023-11-01,2023-10-31,2023-10-31,2023-11-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.79171983792509e-07,1.0,0.007601696134669606,0.03161162106611619,0.023093448747246635,0.0006125543856781261
2023-12-01,2023-11-30,2023-11-30,2023-12-01,Combined,Risk Parity,Combined Risk Parity,60,success,False,5.656588148836411e-07,1.0,0.007675325951288298,0.03169331634491186,0.030922132733283144,0.0006065257090722351
